pod_name,app_name,model_name,app_pod_num,app_qps,model_architecture_json,gpu_type,f_peak,memory_bandwidth,memory_size,n_gpu_hardware,tensor_parallelism,qps_timeseries,execute_token_size_timeseries,u_gpu,n_gpu_runtime,inference_engine,task_function
bc-tmp-all-na61-h20.inference-part0-a8ddac36-a-7a14,bc_tmp_all,Qwen-7B-Chat-Pro-HF,50,6861,"{
  ""_name_or_path"": ""./local_openlm/Qwen-7B-Chat-Pro-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": true,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": false,
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 22016,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.000001,
  ""max_position_embeddings"": 32768,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 32,
  ""onnx_safe"": null,
  ""rope_theta"": 1000000,
  ""rotary_emb_base"": 1000000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 32768,
  ""softmax_in_fp32"": false,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_cache_kernel"": false,
  ""use_cache_quantization"": false,
  ""use_dynamic_ntk"": false,
  ""use_flash_attn"": false,
  ""use_logn_attn"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-11 19:39:34.000
        121
        2025-10-11 19:39:35.000
        110
        2025-10-11 19:39:36.000
        154
        2025-10-11 19:39:37.000
        116
        2025-10-11 19:39:38.000
        144
        2025-10-11 19:39:39.000
        126
        2025-10-11 19:39:40.000
        112
        2025-10-11 19:39:41.000
        127
        2025-10-11 19:39:42.000
        141
        2025-10-11 19:39:43.000
        115
        2025-10-11 19:39:44.000
        102","2025-10-11 19:39:34.000
        422
        2025-10-11 19:39:35.000
        365
        2025-10-11 19:39:36.000
        445
        2025-10-11 19:39:37.000
        271
        2025-10-11 19:39:38.000
        405
        2025-10-11 19:39:39.000
        365
        2025-10-11 19:39:40.000
        228
        2025-10-11 19:39:41.000
        483
        2025-10-11 19:39:42.000
        397
        2025-10-11 19:39:43.000
        403
        2025-10-11 19:39:44.000
        292",0.970,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
bc-tmp-all-na61-h20.inference-part0-c97547ab-a-3710,bc_tmp_all,Qwen-7B-Chat-Pro-HF,50,302,"{
  ""NVIDIA_H20_SXM5_96GB"": {""mem_bandwidth"": 4022 * (1024**3), ""FP16"": 148e12, ""INT8"": 296e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 900 * (1024**3)},
  ""gpu_type"": ""H20"",
  ""f_peak"": 148.0,  #""FP16的值""
  ""memory_bandwidth"": 4022.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-12 14:11:24.000
    4
    2025-10-12 14:11:25.000
    6
    2025-10-12 14:11:26.000
    7
    2025-10-12 14:11:27.000
    4
    2025-10-12 14:11:28.000
    7
    2025-10-12 14:11:29.000
    2
    2025-10-12 14:11:30.000
    8
    2025-10-12 14:11:31.000
    6
    2025-10-12 14:11:32.000
    5
    2025-10-12 14:11:33.000
    5
    2025-10-12 14:11:34.000
    6","2025-10-12 14:11:24.000
    310
    2025-10-12 14:11:25.000
    497
    2025-10-12 14:11:26.000
    369
    2025-10-12 14:11:27.000
    399
    2025-10-12 14:11:28.000
    504
    2025-10-12 14:11:29.000
    319
    2025-10-12 14:11:30.000
    328
    2025-10-12 14:11:31.000
    653
    2025-10-12 14:11:32.000
    236
    2025-10-12 14:11:33.000
    365
    2025-10-12 14:11:34.000
    538",0.980,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
bc-tmp-all-na61-h20.inference-part0-fa17aa40-b-89eb,pod_name = bc-tmp-all-na61-h20.inference-part0-fa17aa40-b-89eb,Qwen-7B-Chat-Pro-HF,50,313,"{
  ""_name_or_path"": ""./local_openlm/Qwen-7B-Chat-Pro-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": true,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": false,
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 22016,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.000001,
  ""max_position_embeddings"": 32768,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 32,
  ""onnx_safe"": null,
  ""rope_theta"": 1000000,
  ""rotary_emb_base"": 1000000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 32768,
  ""softmax_in_fp32"": false,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_cache_kernel"": false,
  ""use_cache_quantization"": false,
  ""use_dynamic_ntk"": false,
  ""use_flash_attn"": false,
  ""use_logn_attn"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-12 11:33:31.000
    2
    2025-10-12 11:33:32.000
    6
    2025-10-12 11:33:33.000
    5
    2025-10-12 11:33:34.000
    6
    2025-10-12 11:33:35.000
    7
    2025-10-12 11:33:36.000
    8
    2025-10-12 11:33:37.000
    7
    2025-10-12 11:33:38.000
    3
    2025-10-12 11:33:39.000
    3
    2025-10-12 11:33:40.000
    2
    2025-10-12 11:33:41.000
    4","2025-10-12 11:33:31.000
    278
    2025-10-12 11:33:32.000
    346
    2025-10-12 11:33:33.000
    333
    2025-10-12 11:33:34.000
    390
    2025-10-12 11:33:35.000
    330
    2025-10-12 11:33:36.000
    469
    2025-10-12 11:33:37.000
    432
    2025-10-12 11:33:38.000
    402
    2025-10-12 11:33:39.000
    321
    2025-10-12 11:33:40.000
    269
    2025-10-12 11:33:41.000
    247",0.98,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
diwen-aigq-noncot-bts1-ea119-custom accelerator.inference-part0-20b2f1de-a-74c1,diwen_AIGQ_nonCOT_bts1,Qwen3-30B-A3B,25,239,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 18:21:50.000
  9
  2025-10-12 18:21:51.000
  4
  2025-10-12 18:21:52.000
  2
  2025-10-12 18:21:53.000
  13
  2025-10-12 18:21:54.000
  2
  2025-10-12 18:21:55.000
  11
  2025-10-12 18:21:56.000
  10
  2025-10-12 18:21:57.000
  11
  2025-10-12 18:21:58.000
  6
  2025-10-12 18:21:59.000
  4
  2025-10-12 18:22:00.000
  9","2025-10-12 18:21:50.000
  152
  2025-10-12 18:21:51.000
  97.4
  2025-10-12 18:21:52.000
  195
  2025-10-12 18:21:53.000
  172
  2025-10-12 18:21:54.000
  220
  2025-10-12 18:21:55.000
  313
  2025-10-12 18:21:56.000
  76.8
  2025-10-12 18:21:57.000
  98.2
  2025-10-12 18:21:58.000
  277
  2025-10-12 18:21:59.000
  142
  2025-10-12 18:22:00.000
  204",1.0,0.94,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-3 MoE 3B model specialized for non-COT (Chain-of-Thought) query understanding in main search scenarios, deployed on custom accelerator hardware with MagaEngine acceleration for real-time inference in e-commerce search relevance tasks."
diwen-aigq-noncot-bts1-na175-custom accelerator.inference-part0-ad7867f8-a-bc79,diwen_AIGQ_nonCOT_bts1,Qwen3-30B-A3B,25,248,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-12 13:05:40.000
    7
    2025-10-12 13:05:41.000
    10
    2025-10-12 13:05:42.000
    5
    2025-10-12 13:05:43.000
    6
    2025-10-12 13:05:44.000
    13
    2025-10-12 13:05:45.000
    3
    2025-10-12 13:05:46.000
    12
    2025-10-12 13:05:47.000
    7
    2025-10-12 13:05:48.000
    14
    2025-10-12 13:05:49.000
    4
    2025-10-12 13:05:50.000
    3","2025-10-12 13:05:40.000
    108
    2025-10-12 13:05:41.000
    204
    2025-10-12 13:05:42.000
    226
    2025-10-12 13:05:43.000
    231
    2025-10-12 13:05:44.000
    93.4
    2025-10-12 13:05:45.000
    520
    2025-10-12 13:05:46.000
    186
    2025-10-12 13:05:47.000
    154
    2025-10-12 13:05:48.000
    159
    2025-10-12 13:05:49.000
    203
    2025-10-12 13:05:50.000
    656",1,1,MagaEngine (Ant Group) / Custom FT-based,"A 3B Qwen-3 Mixture-of-Experts (MoE) model, fine-tuned via SFT for the 'Diwen' project, generates non-Chain-of-Thought queries for main search recommendation, running on a single custom accelerator GPU with MagaEngine for real-time inference."
diwen-aigq-noncot-bts2-na175-custom accelerator.inference-part0-e2e22aab-b-09b9,diwen_AIGQ_nonCOT_bts2,Qwen3-30B-A3B,25,222,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-12 12:55:10.000
    2
    2025-10-12 12:55:11.000
    5
    2025-10-12 12:55:12.000
    17
    2025-10-12 12:55:13.000
    9
    2025-10-12 12:55:14.000
    5
    2025-10-12 12:55:15.000
    16
    2025-10-12 12:55:16.000
    10
    2025-10-12 12:55:17.000
    17
    2025-10-12 12:55:18.000
    9
    2025-10-12 12:55:19.000
    5
    2025-10-12 12:55:20.000
    10","2025-10-12 12:55:10.000
    229
    2025-10-12 12:55:11.000
    500
    2025-10-12 12:55:12.000
    296
    2025-10-12 12:55:13.000
    155
    2025-10-12 12:55:14.000
    643
    2025-10-12 12:55:15.000
    277
    2025-10-12 12:55:16.000
    197
    2025-10-12 12:55:17.000
    210
    2025-10-12 12:55:18.000
    151
    2025-10-12 12:55:19.000
    254
    2025-10-12 12:55:20.000
    335",1,1,MagaEngine (Ant Group) / Custom FT-based,"A 3B-parameter Qwen-3-MoE LLM specialized for non-COT text generation in AIGQ scenarios, running on custom accelerator hardware with FP16 precision and INT8 quantization, optimized for high-throughput real-time inference using MagaEngine with paged TRT FMHA and RDMA-enabled cache, deployed for query-focused recommendation tasks."
diwen-aigq-noncot-bts3-na175-custom accelerator.inference-part0-08b62458-a-4234,diwen_AIGQ_nonCOT_bts3,Qwen3-30B-A3B,25,357,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1 
","2025-10-12 22:31:53.000
  17
  2025-10-12 22:31:54.000
  17
  2025-10-12 22:31:55.000
  11
  2025-10-12 22:31:56.000
  6
  2025-10-12 22:31:57.000
  10
  2025-10-12 22:31:58.000
  7
  2025-10-12 22:31:59.000
  5
  2025-10-12 22:32:00.000
  15
  2025-10-12 22:32:01.000
  9
  2025-10-12 22:32:02.000
  13
  2025-10-12 22:32:03.000
  8","2025-10-12 22:31:53.000
  262
  2025-10-12 22:31:54.000
  647
  2025-10-12 22:31:55.000
  704
  2025-10-12 22:31:56.000
  554
  2025-10-12 22:31:57.000
  408
  2025-10-12 22:31:58.000
  479
  2025-10-12 22:31:59.000
  805
  2025-10-12 22:32:00.000
  627
  2025-10-12 22:32:01.000
  402
  2025-10-12 22:32:02.000
  417
  2025-10-12 22:32:03.000
  1.64 K",0.98,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-MoE 3B model specialized for non-COT (Chain-of-Thought) query understanding in main search scenarios, running on a single custom accelerator chip with FP16/bf16 precision, optimized for high-concurrency inference up to 256 requests, using SFT-finetuned checkpoints loaded from DFS to generate fast and accurate query representations without reasoning steps."
diwen-llmrec-qwen3-30-a3b-na175-custom accelerator.inference-part0-b107f84f-b-2d82,diwen_llmrec_qwen3_30_a3b,Qwen3-30B-A3B,25,233,"{
  ""custom accelerator"": {""mem_bandwidth"": 2765 * (1024**3), ""FP16"": 118e12, ""INT8"": 236e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0,  ""interconnect_bandwidth"": 700 * (1024**3)},
  ""gpu_type"": ""custom accelerator"",
  ""f_peak"": 118.0,  #""FP16的值""
  ""memory_bandwidth"": 2765.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-13 13:28:16.000
    12
    2025-10-13 13:28:17.000
    7
    2025-10-13 13:28:18.000
    7
    2025-10-13 13:28:19.000
    12
    2025-10-13 13:28:20.000
    6
    2025-10-13 13:28:21.000
    9
    2025-10-13 13:28:22.000
    5
    2025-10-13 13:28:23.000
    13
    2025-10-13 13:28:24.000
    2
    2025-10-13 13:28:25.000
    6
    2025-10-13 13:28:26.000
    8","2025-10-13 13:28:16.000
    162
    2025-10-13 13:28:17.000
    228
    2025-10-13 13:28:18.000
    161
    2025-10-13 13:28:19.000
    146
    2025-10-13 13:28:20.000
    111
    2025-10-13 13:28:21.000
    271
    2025-10-13 13:28:22.000
    91.3
    2025-10-13 13:28:23.000
    89.5
    2025-10-13 13:28:24.000
    174
    2025-10-13 13:28:25.000
    138
    2025-10-13 13:28:26.000
    180",1.000,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen3-14B model specialized for item-grained reasoning in e-commerce 'guess you like' scenarios. It performs fine-grained product recommendation justifications with natural language explanations, utilizing a single H20 GPU and MagaEngine for optimized real-time inference with 14B parameter scale."
diwen-llmrec-qwen3-30-a3b-ea119-custom accelerator.inference-part0-2a17f7c4-a-a0d7,diwen_llmrec_qwen3_30_a3b,Qwen3-30B-A3B,25,267,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-12 10:50:05.000
    14
    2025-10-12 10:50:06.000
    9
    2025-10-12 10:50:07.000
    19
    2025-10-12 10:50:08.000
    3
    2025-10-12 10:50:09.000
    7
    2025-10-12 10:50:10.000
    9
    2025-10-12 10:50:11.000
    16
    2025-10-12 10:50:12.000
    26
    2025-10-12 10:50:13.000
    10
    2025-10-12 10:50:14.000
    6
    2025-10-12 10:50:15.000
    4","2025-10-12 10:50:05.000
    303
    2025-10-12 10:50:06.000
    390
    2025-10-12 10:50:07.000
    254
    2025-10-12 10:50:08.000
    804
    2025-10-12 10:50:09.000
    323
    2025-10-12 10:50:10.000
    347
    2025-10-12 10:50:11.000
    169
    2025-10-12 10:50:12.000
    142
    2025-10-12 10:50:13.000
    212
    2025-10-12 10:50:14.000
    239
    2025-10-12 10:50:15.000
    198",0.98,1,MagaEngine (Ant Group) / Custom FT-based,"A 3B Qwen-3 Mixture-of-Experts (MoE) model, fine-tuned with SFT for the 'Diwen' project. It specializes in generating query recommendations for main search scenarios, running on a single custom accelerator GPU with MagaEngine for high-performance, real-time inference."
diwen-llmrec-qwen3-30-a3b-ea119-custom accelerator.inference-part0-b3966368-a-8771,diwen_llmrec_qwen3_30_a3b,Qwen3-30B-A3B,25,237,"{
  ""architectures"": [
    ""Qwen3MoeForCausalLM""
  ],
  ""attention_bias"": false,
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""decoder_sparse_step"": 1,
  ""eos_token_id"": 151645,
  ""head_dim"": 128,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 6144,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 48,
  ""mlp_only_layers"": [],
  ""model_type"": ""qwen3_moe"",
  ""moe_intermediate_size"": 768,
  ""norm_topk_prob"": true,
  ""num_attention_heads"": 32,
  ""num_experts"": 128,
  ""num_experts_per_tok"": 8,
  ""num_hidden_layers"": 48,
  ""num_key_value_heads"": 4,
  ""output_router_logits"": false,
  ""rms_norm_eps"": 0.000001,
  ""rope_scaling"": null,
  ""rope_theta"": 1000000,
  ""router_aux_loss_coef"": 0.001,
  ""sliding_window"": null,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.51.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",custom accelerator,118.0,2765.0,96.0,1,"1
","2025-10-11 14:44:58.000
    7
    2025-10-11 14:44:59.000
    6
    2025-10-11 14:45:00.000
    5
    2025-10-11 14:45:01.000
    1
    2025-10-11 14:45:02.000
    7
    2025-10-11 14:45:03.000
    4
    2025-10-11 14:45:04.000
    9
    2025-10-11 14:45:05.000
    19
    2025-10-11 14:45:06.000
    16
    2025-10-11 14:45:07.000
    5
    2025-10-11 14:45:08.000
    8","2025-10-11 14:44:58.000
    91.9
    2025-10-11 14:44:59.000
    149
    2025-10-11 14:45:00.000
    156
    2025-10-11 14:45:01.000
    829
    2025-10-11 14:45:02.000
    234
    2025-10-11 14:45:03.000
    367
    2025-10-11 14:45:04.000
    223
    2025-10-11 14:45:05.000
    125
    2025-10-11 14:45:06.000
    155
    2025-10-11 14:45:07.000
    70.4
    2025-10-11 14:45:08.000
    96.8",1,1,MagaEngine (Ant Group) / Custom FT-based,"A 3B Qwen-3 Mixture-of-Experts (MoE) model, fine-tuned with SFT for the 'Diwen' project. It specializes in generating query recommendations for main search scenarios, running on a single custom accelerator GPU with MagaEngine for high-performance, real-time inference."
hotline-qwq-na61-h20-2tp.ference-part0-8165a0df-b-5783,hotline_qwq,QwQ-32B,8,16,"{
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0.0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 5120,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 27648,
  ""max_position_embeddings"": 40960,
  ""max_window_layers"": 64,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 40,
  ""num_hidden_layers"": 64,
  ""num_key_value_heads"": 8,
  ""rms_norm_eps"": 1e-05,
  ""rope_theta"": 1000000.0,
  ""sliding_window"": 32768,
  ""tie_word_embeddings"": false,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.1"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 152064
}",H20,148.0,4022.0,96.0,2,"2
","2025-10-11 14:08:31.000
    0
    2025-10-11 14:08:32.000
    0
    2025-10-11 14:08:33.000
    0
    2025-10-11 14:08:34.000
    16
    2025-10-11 14:08:35.000
    8
    2025-10-11 14:08:36.000
    16
    2025-10-11 14:08:37.000
    4
    2025-10-11 14:08:38.000
    14
    2025-10-11 14:08:39.000
    0
    2025-10-11 14:08:40.000
    5
    2025-10-11 14:08:41.000
    1","2025-10-11 14:08:32.000
    5.15 K
    2025-10-11 14:08:34.000
    250
    2025-10-11 14:08:35.000
    5.50
    2025-10-11 14:08:36.000
    7.33
    2025-10-11 14:08:37.000
    4.73
    2025-10-11 14:08:38.000
    5.77
    2025-10-11 14:08:39.000
    2
    2025-10-11 14:08:40.000
    2.56
    2025-10-11 14:08:41.000
    1.59",0.965,2,MagaEngine (Ant Group) / Custom FT-based,"A Qwen_2 32B model, optimized with weight-only quantization, serving as a customer service assistant for the 'Alime Hotline' project. It handles extremely long contexts (up to 80k tokens) and runs with 2-way Tensor Parallelism across two H20 GPUs, using MagaEngine for real-time conversational AI inference."
